,country,lastpage,hr1,hr2,gender,expertise1,expertise2,expertise3,expertise4,finance1,CSfinance2[private_foundations],CSfinance2[donations],CSfinance2[national_public_funds],CSfinance2[corporate_sponsorship],CSfinance2[international_public_funds],CSfinance2[other],finance4,foi1,foi2,foi3,foi4,foi5[not_aware],foi5[not_covered],foi5[too_expensive],foi5[too_time_consuming],foi5[afraid_of_data_destruction],foi5[afraid_of_discrimination],foi5[other],foi5[dont_know],foi5[prefer_not_to_say],CSpreselection,CScampact2[media_contributions],CScampact2[own_publications],CScampact2[petitions_open_letters],CScampact2[public_events],CScampact2[collaborations],CScampact2[demonstrations],CScampact2[social_media],CScampact2[advertising],CScampact2[volunteer_activities],CScampact2[providing_technical_tools],CScampact2[support_for_eu_campaigns],CScampact2[other],CScamptrans1,CScamptrans2,CScampimpact1[increased_awareness],CScampimpact1[policies_reflect_demands],CScampimpact1[created_media_attention],CScampimpact1[achieved_goals],CSadvoctrans1,CSadvoctrans2,CSadvocact2[research],CSadvocact2[consultations],CSadvocact2[briefings],CSadvocact2[expert_events],CSadvocact2[participation_in_fora],CSadvocact2[legal_opinions],CSadvocact2[informal_encounters],CSadvocact2[other],CSadvocimpact1[increased_awareness],CSadvocimpact1[policies_reflect_recommendations],CSadvocimpact1[more_informed_debates],CSadvocimpact1[achieved_goals],CSlitigateact2[initiating_lawsuit],CSlitigateact2[initiating_complaint],CSlitigateact2[supporting_existing_legislation],CSlitigateact2[other],CSlitigatecost1,CSlitigatecost2,CSlitigatecost3,CSlitigatetrans1,CSlitigatetrans2,CSlitigateimpact1[increased_awareness],CSlitigateimpact1[changed_the_law],CSlitigateimpact1[amendments_of_the_law],CSlitigateimpact1[revealed_new_information],CSlitigateimpact1[achieved_goals],CSlitigateimpact2,protectops1[sectraining],protectops1[e2e],protectops2,protectops3[encrypted_email],protectops3[vpn],protectops3[tor],protectops3[e2e_chat],protectops3[encrypted_hardware],protectops3[2fa],protectops3[other],protectops4,protectleg1,protectleg2,protectleg3[free_counsel],protectleg3[cost_insurance],protectleg3[other],constraintinter1,constraintinter2,constraintinter3,constraintinter4[police_search],constraintinter4[seizure],constraintinter4[extortion],constraintinter4[violent_threat],constraintinter4[inspection_during_travel],constraintinter4[detention],constraintinter4[surveillance_signalling],constraintinter4[online_harassment],constraintinter4[entry_on_deny_lists],constraintinter4[exclusion_from_events],constraintinter4[public_defamation],constraintinter5[unsolicited_information],constraintinter5[invitations],constraintinter5[other],constraintinter6[gender],constraintinter6[ethnicity],constraintinter6[political],constraintinter6[sexual],constraintinter6[religious],constraintinter6[other],CSconstraintself1[avoid],CSconstraintself1[cancelled_campaign],CSconstraintself1[withdrew_litigation],CSconstraintself1[leave_profession],CSconstraintself1[other],attitude1,attitude2,attitude3[rule_of_law],attitude3[civil_liberties],attitude3[effectiveness_of_intel],attitude3[legitimacy_of_intel],attitude3[trust_in_intel],attitude3[critique_of_intel],attitude3[prefer_not_to_say],attitude4[1],attitude4[2],attitude4[3],attitude4[4],attitude4[5],attitude4[6],attitude5[1],attitude5[2],attitude5[3],attitude5[4],attitude5[5],attitude5[6],attitude6[1],attitude6[2],attitude6[3],attitude6[4],attitude6[5],attitude6[6],field,MShr3[daily_newspaper],MShr3[weekly_newspaper],MShr3[magazine],MShr3[tv],MShr3[radio],MShr3[news_agency],MShr3[online_stand_alone],MShr3[online_of_offline],MShr4,MSfinance2,MSapp1,MSapp2,MSsoc1,MSsoc2,MSsoc3,MSsoc4[follow_up_on_other_media],MSsoc4[statements_government],MSsoc4[oversight_reports],MSsoc4[leaks],MSsoc4[own_investigations],MSsoc4[dont_know],MSsoc4[prefer_not_to_say],MSsoc4[other],MSsoc5[national_security_risks],MSsoc5[intelligence_success],MSsoc5[intelligence_misconduct],MSsoc5[oversight_interventions],MSsoc5[oversight_failures],MSsoc5[policy_debates_leg_reforms],MSsoc5[other],MStrans1,MStrans2,MStrans3,MSimpact1[above_avg_comments],MSimpact1[above_avg_shares],MSimpact1[above_avg_readers],MSimpact1[letters_to_the_editor],MSimpact1[follow_up_by_other_media],MSimpact1[other],MSimpact1[none_of_the_above],MSimpact1[dont_know],MSimpact1[prefer_not_to_say],MSimpact2[diplomatic_pressure],MSimpact2[civic_action],MSimpact2[conversations_with_government],MSimpact2[official_inquiries],MSimpact2[government_statements],MSimpact2[conversations_with_intelligence],MSimpact2[dont_know],MSimpact2[prefer_not_to_say],MSimpact2[other],protectops3[secure_drop],MSprotectrta1,MSprotectrta2,MSprotectrta3,MSprotectrta4,MSprotectrta5,MSprotectrta6,MSconstraintcen1,MSconstraintcen2,MSconstraintcen3,MSconstraintcen4,MSconstraintcen5,MSconstraintself1[avoid],MSconstraintself1[change_focus],MSconstraintself1[change_timeline],MSconstraintself1[abandon],MSconstraintself1[leave_profession],MSconstraintself1[other]
44,United Kingdom,18.0,I prefer not to say,0.0,I prefer not to say,,A5: No knowledge,A5: No knowledge,A4: Basic knowledge,A6: I don't know,,,,,,,,No,,,,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Slightly important,Not important at all,Not important at all,Very important,Slightly important,Somewhat important,I don't know,A4: I have no confidence in the protection offered by <br>technological tools,A6: I don't know,I don't know,I don't know,I don't know,,"Yes, I suspect",No,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,"A3: Intelligence agencies are necessary and<br>legitimate institutions of democratic states,<br>even though they may sometimes overstep their<br>legal mandates",A5: I prefer not to say,False,True,False,False,False,True,False,,,,,,,,,,,,,,,,,,,Journalists,False,True,True,False,False,False,True,False,A4: I had no time,I don't know,I don't know,I don't know,5.0,0.0,AO05,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,A6: I don't know,A6: I don't know,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,Not important at all,I don't know,,,No,,,I don't know,I don't know,,,,,,,,,
45,United Kingdom,18.0,Full-time,15.0,Male,2.0,A4: Basic knowledge,A3: Some knowledge,A3: Some knowledge,A2: Sufficient funding,,,,,,,,Yes,20.0,"A2: No, usually longer than 30 days",A1: Very helpful,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Important,Important,Slightly important,Very important,Important,Very important,,"A3: Under the current conditions of communications <br>surveillance, technological solutions cannot offer <br>sufficient protection for the data I handle",A4: Rarely,Yes,Yes,I don't know,I don't know,"Yes, I suspect",No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,"A2: Intelligence agencies contradict democratic<br>principles, and their powers should be kept at a<br>bare minimum",A4: Effective intelligence oversight is a<br>hopeless endeavour and even a systematic<br>reorganization is unlikely to ensure misconduct<br>is uncovered and prevented.,False,False,True,True,False,True,False,Data protection authorities,CSOs | The media,Judicial oversight bodies,Independent expert bodies,Parliamentary oversight bodies,Audit courts,CSOs | The media,Data protection authorities,Independent expert bodies,Judicial oversight bodies,Parliamentary oversight bodies,Audit courts,Data protection authorities,Judicial oversight bodies,CSOs | The media,Audit courts,Parliamentary oversight bodies,Independent expert bodies,Journalists,False,False,False,False,False,False,True,False,A1: I had enough time,No,No,No,10.0,8.0,AO02,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,A3: Sometimes (50% of the time),A5: Never,,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Important,I don't know,,,No,,,Yes,No,5.0,No,No,Yes,Yes,Yes,Yes,Yes,
46,United Kingdom,17.0,Full-time,4.0,Male,15.0,A3: Some knowledge,A3: Some knowledge,A3: Some knowledge,A2: Sufficient funding,,,,,,,,No,,,,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Very important,Somewhat important,Somewhat important,Very important,Important,Very important,,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A3: Sometimes,No,I prefer not to say,I prefer not to say,I prefer not to say,I don't know,No,,No,No,No,No,No,No,I don't know,No,No,No,No,I prefer not to say,I prefer not to say,,No,No,No,No,No,No,,,,,,"A3: Intelligence agencies are necessary and<br>legitimate institutions of democratic states,<br>even though they may sometimes overstep their<br>legal mandates","A3: Intelligence oversight lacks efficacy,<br>hence a fundamental reorganization of oversight<br>capacity is needed for oversight practitioners<br>to reliably uncover past misconduct and prevent<br>future misconduct",True,True,True,False,False,False,False,CSOs | The media,Judicial oversight bodies,Parliamentary oversight bodies,,,,CSOs | The media,Judicial oversight bodies,Independent expert bodies,Parliamentary oversight bodies,,,Judicial oversight bodies,Parliamentary oversight bodies,Data protection authorities,,,,Journalists,False,False,False,False,False,False,True,False,A1: I had enough time,No,Yes,No,30.0,20.0,AO03,False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,A3: Sometimes (50% of the time),A5: Never,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,,No,,,No,,,Yes,No,2.0,No,No,No,No,Yes,No,No,Yes
47,United Kingdom,18.0,Full-time,5.0,Not specified,10.0,A2: Advanced knowledge,A2: Advanced knowledge,A3: Some knowledge,A6: I don't know,,,,,,,,Yes,3.0,"A2: No, usually longer than 30 days",A3: Not helpful at all,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Very important,Very important,Very important,Very important,Very important,Very important,,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A1: Always,No,Yes,Yes,,I don't know,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,A5: I prefer not to say,A5: I prefer not to say,False,False,False,False,False,False,True,Judicial oversight bodies,CSOs | The media,Data protection authorities,Independent expert bodies,Parliamentary oversight bodies,,,,,,,,,,,,,,Journalists,False,False,False,False,False,True,False,False,A1: I had enough time,I don't know,No,No,10.0,5.0,AO03,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,A2: Often (75% of the time),A3: Sometimes (50% of the time),Yes,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Important,No,,,No,,,Yes,No,,No,No,No,No,No,Yes,No,No
48,United Kingdom,17.0,,,Not specified,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,Journalists,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
49,Germany,5.0,Full-time,2.0,Not specified,12.0,A2: Advanced knowledge,A1: Expert knowledge,A2: Advanced knowledge,A4: Little funding,,,,,,,,No,,,,False,True,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,Journalists,False,False,False,False,True,False,True,False,A3: I had very little time,No,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
50,Germany,18.0,Full-time,10.0,Female,7.0,A2: Advanced knowledge,A2: Advanced knowledge,A2: Advanced knowledge,A3: Some funding,,,,,,,,Yes,20.0,"A2: No, usually longer than 30 days",A2: Helpful in parts,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Very important,Important,Somewhat important,Very important,Very important,Very important,I don't know,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A3: Sometimes,No,Yes,No,I don't know,I don't know,No,,No,No,No,No,No,No,No,No,No,Yes,No,I prefer not to say,I prefer not to say,I prefer not to say,No,No,No,No,No,No,,,,,,"A2: Intelligence agencies contradict democratic<br>principles, and their powers should be kept at a<br>bare minimum","A3: Intelligence oversight lacks efficacy,<br>hence a fundamental reorganization of oversight<br>capacity is needed for oversight practitioners<br>to reliably uncover past misconduct and prevent<br>future misconduct",True,True,False,False,False,True,False,Parliamentary oversight bodies,CSOs | The media,Judicial oversight bodies,Audit courts,Independent expert bodies,Data protection authorities,Judicial oversight bodies,CSOs | The media,Audit courts,,,,Judicial oversight bodies,Parliamentary oversight bodies,,,,,Journalists,False,False,False,False,False,False,True,False,A2: I had some time,Yes,Yes,Yes,10.0,10.0,AO03,True,False,True,True,True,False,False,False,False,False,True,True,True,True,False,A4: Rarely (25% of the time),A5: Never,,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,Slightly important,Yes,Yes,Yes,Yes,Never,,No,I don't know,,,,No,No,No,No,No,No
51,Germany,18.0,Freelance,2.0,I prefer not to say,10.0,A2: Advanced knowledge,A3: Some knowledge,A3: Some knowledge,A5: No funding,,,,,,,,Yes,2.0,"A2: No, usually longer than 30 days",A3: Not helpful at all,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Important,Slightly important,Not important at all,Very important,Very important,Somewhat important,,"A3: Under the current conditions of communications <br>surveillance, technological solutions cannot offer <br>sufficient protection for the data I handle",A4: Rarely,I don't know,,,,"Yes, I have evidence",No,,,,,,,,Yes,,,,Yes,No,No,,,,,,,,,,,,,A1: Intelligence agencies are incompatible with<br>democratic values and should be abolished,A4: Effective intelligence oversight is a<br>hopeless endeavour and even a systematic<br>reorganization is unlikely to ensure misconduct<br>is uncovered and prevented.,False,True,False,False,False,False,False,Independent expert bodies,Data protection authorities,CSOs | The media,,,,Independent expert bodies,,,,,,Independent expert bodies,CSOs | The media,,,,,Journalists,False,False,False,False,False,False,True,False,A1: I had enough time,I don't know,I don't know,I don't know,5.0,5.0,AO03,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,A2: Often (75% of the time),A4: Rarely (25% of the time),,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,Not important at all,I don't know,,,Yes,"No, usually longer than 30 days","Partly, the information provided was somewhat <br>helpful but contained omissions",No,I don't know,,,,,,,,,
52,Germany,18.0,Freelance,5.0,Male,4.0,A4: Basic knowledge,A3: Some knowledge,A2: Advanced knowledge,A3: Some funding,,,,,,,,No,,,,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Very important,Very important,Very important,Very important,Very important,Very important,I don't know,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A1: Always,I prefer not to say,No,No,I don't know,"Yes, I suspect",Yes,I was threatened with prosecution,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,A1: Intelligence agencies are incompatible with<br>democratic values and should be abolished,A4: Effective intelligence oversight is a<br>hopeless endeavour and even a systematic<br>reorganization is unlikely to ensure misconduct<br>is uncovered and prevented.,True,True,False,False,False,True,False,Independent expert bodies,CSOs | The media,Data protection authorities,Parliamentary oversight bodies,Audit courts,Judicial oversight bodies,Parliamentary oversight bodies,Judicial oversight bodies,Audit courts,Data protection authorities,Independent expert bodies,CSOs | The media,Judicial oversight bodies,Audit courts,Parliamentary oversight bodies,Data protection authorities,Independent expert bodies,CSOs | The media,Journalists,False,False,False,False,False,False,True,False,A3: I had very little time,Yes,Yes,Yes,3.0,3.0,AO03,True,True,False,False,True,False,False,False,False,False,True,True,True,True,False,A2: Often (75% of the time),A4: Rarely (25% of the time),,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Slightly important,No,,,Yes,"No, usually longer than 30 days","No, the information provided was not at all helpful",No,I don't know,,,,Yes,No,No,Yes,No,No
53,Germany,18.0,Part-time (>50%),1.0,Male,2.0,A2: Advanced knowledge,A2: Advanced knowledge,A3: Some knowledge,A3: Some funding,,,,,,,,I prefer not to say,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I prefer not to say,I prefer not to say,,I prefer not to say,I prefer not to say,I prefer not to say,I prefer not to say,I prefer not to say,I prefer not to say,I prefer not to say,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A4: Rarely,I prefer not to say,I don't know,I don't know,I don't know,I don't know,No,,No,No,No,No,No,No,No,No,No,No,No,I prefer not to say,I prefer not to say,I prefer not to say,No,No,No,No,No,No,,,,,,A5: I prefer not to say,"A3: Intelligence oversight lacks efficacy,<br>hence a fundamental reorganization of oversight<br>capacity is needed for oversight practitioners<br>to reliably uncover past misconduct and prevent<br>future misconduct",True,True,False,False,True,False,False,Parliamentary oversight bodies,CSOs | The media,Independent expert bodies,Judicial oversight bodies,Data protection authorities,Audit courts,Judicial oversight bodies,Data protection authorities,Parliamentary oversight bodies,Audit courts,Independent expert bodies,CSOs | The media,Judicial oversight bodies,Parliamentary oversight bodies,Data protection authorities,Audit courts,Independent expert bodies,CSOs | The media,Journalists,False,True,False,False,False,False,True,False,A2: I had some time,I prefer not to say,No,I don't know,8.0,5.0,AO02,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,A3: Sometimes (50% of the time),A7: I prefer not to say,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,I prefer not to say,I prefer not to say,,,I prefer not to say,,,I prefer not to say,I prefer not to say,,,,No,No,No,No,No,
54,Germany,18.0,Full-time,2.0,Male,15.0,A2: Advanced knowledge,A1: Expert knowledge,A3: Some knowledge,A3: Some funding,,,,,,,,Yes,20.0,"A2: No, usually longer than 30 days",A2: Helpful in parts,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Very important,Very important,Important,Important,Very important,Important,Very important,A5: I try to avoid technology-based communication whenever <br>possible when I work on intelligence-related issues,A1: Always,Yes,Yes,Yes,Yes,I don't know,No,,No,No,No,No,I don't know,No,Yes,No,I don't know,I don't know,No,No,No,I don't know,No,No,No,No,I don't know,I don't know,,,,,,"A3: Intelligence agencies are necessary and<br>legitimate institutions of democratic states,<br>even though they may sometimes overstep their<br>legal mandates","A3: Intelligence oversight lacks efficacy,<br>hence a fundamental reorganization of oversight<br>capacity is needed for oversight practitioners<br>to reliably uncover past misconduct and prevent<br>future misconduct",True,True,False,True,False,False,False,CSOs | The media,Independent expert bodies,Data protection authorities,,,,Data protection authorities,CSOs | The media,Independent expert bodies,Judicial oversight bodies,,,Parliamentary oversight bodies,Judicial oversight bodies,Data protection authorities,,,,Journalists,False,False,False,True,False,False,False,False,A2: I had some time,Yes,Yes,No,4.0,1.0,AO04,False,False,False,False,True,False,False,True,False,False,True,True,True,True,False,A3: Sometimes (50% of the time),A3: Sometimes (50% of the time),No,False,False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,Somewhat important,Yes,Yes,I don't know,No,,,No,No,,,,No,No,No,No,No,No
55,Germany,12.0,Full-time,6.0,Not specified,5.0,A4: Basic knowledge,A4: Basic knowledge,A3: Some knowledge,A2: Sufficient funding,,,,,,,,Yes,3.0,"A1: Yes, within 30 days",A2: Helpful in parts,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,I prefer not to say,Slightly important,Important,Important,Very important,Important,Very important,I don't know,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A2: Often,No,Yes,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,Journalists,False,False,False,True,True,False,False,True,A1: I had enough time,No,No,I don't know,3.0,3.0,AO03,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,A2: Often (75% of the time),A5: Never,,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,Somewhat important,I prefer not to say,,,No,,,,,,,,,,,,,
56,Germany,6.0,,,Not specified,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,Journalists,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
57,Germany,18.0,Full-time,1.0,Male,7.0,A5: No knowledge,A4: Basic knowledge,A3: Some knowledge,A5: No funding,,,,,,,,No,,,,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Very important,Important,Very important,Very important,Very important,Important,,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A1: Always,No,No,No,,I don't know,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,A5: I prefer not to say,"A3: Intelligence oversight lacks efficacy,<br>hence a fundamental reorganization of oversight<br>capacity is needed for oversight practitioners<br>to reliably uncover past misconduct and prevent<br>future misconduct",True,True,False,True,False,False,False,CSOs | The media,Independent expert bodies,Parliamentary oversight bodies,Judicial oversight bodies,Data protection authorities,,CSOs | The media,Independent expert bodies,Judicial oversight bodies,Parliamentary oversight bodies,Data protection authorities,Audit courts,Judicial oversight bodies,Parliamentary oversight bodies,Data protection authorities,Audit courts,,,Journalists,True,False,False,False,False,False,True,False,A4: I had no time,No,I don't know,I don't know,0.0,0.0,AO05,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,A2: Often (75% of the time),A3: Sometimes (50% of the time),No,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Somewhat important,I don't know,,,No,,,No,I don't know,,,,No,No,No,No,No,
58,Germany,18.0,Full-time,5.0,Male,35.0,A3: Some knowledge,A2: Advanced knowledge,A2: Advanced knowledge,A4: Little funding,,,,,,,,No,,,,False,True,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Very important,Important,Somewhat important,Very important,Very important,Very important,,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A2: Often,No,Yes,Yes,,No,No,,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,,No,No,No,No,No,,,,,,,"A2: Intelligence agencies contradict democratic<br>principles, and their powers should be kept at a<br>bare minimum","A3: Intelligence oversight lacks efficacy,<br>hence a fundamental reorganization of oversight<br>capacity is needed for oversight practitioners<br>to reliably uncover past misconduct and prevent<br>future misconduct",True,True,False,False,False,True,False,CSOs | The media,Independent expert bodies,Data protection authorities,Parliamentary oversight bodies,,,Judicial oversight bodies,Data protection authorities,CSOs | The media,,,,Parliamentary oversight bodies,Judicial oversight bodies,,,,,Journalists,False,False,True,False,False,False,False,True,A2: I had some time,No,Yes,No,20.0,15.0,AO02,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False,A2: Often (75% of the time),A3: Sometimes (50% of the time),Yes,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,Very important,Yes,Yes,No,Yes,"No, usually longer than 30 days","Partly, the information provided was somewhat <br>helpful but contained omissions",No,No,,,,No,No,Yes,No,No,
59,Germany,15.0,Full-time,2.0,Not specified,5.0,A2: Advanced knowledge,A2: Advanced knowledge,A4: Basic knowledge,A5: No funding,,,,,,,,No,,,,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Slightly important,Important,Somewhat important,Important,Slightly important,Very important,,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A3: Sometimes,I prefer not to say,Yes,I don't know,,I don't know,No,,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,No,No,No,No,No,No,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,Journalists,False,False,False,False,False,False,True,False,A2: I had some time,Yes,No,I don't know,10.0,1.0,AO02,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,A4: Rarely (25% of the time),A5: Never,,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,Slightly important,Yes,No,I don't know,No,,,Yes,I don't know,7.0,No,No,No,No,Yes,No,No,
60,Germany,6.0,Freelance,2.0,Not specified,11.0,A3: Some knowledge,A2: Advanced knowledge,A2: Advanced knowledge,A3: Some funding,,,,,,,,No,,,,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,Journalists,False,False,False,True,False,False,False,False,A3: I had very little time,No,Yes,Yes,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
